id,recommended_place,state,budget_preference,original_budget_preference,budget_changed,budget_confidence,budget_audit_reason,activity_interest,trip_duration,group_type,transportation_preference,accommodation_preference,destination_type,category,record_type,rating_imputed,price_myr_imputed,price_range_imputed,place_name,city,rating,rating_was_imputed,price_myr,price_range,duration,latitude,longitude,booking_link,source,original_recommended_place,original_place_name,original_category,original_destination_type,original_activity_interest,original_price_range,original_price_range_imputed,include_for_generator,price_basis_clean,data_quality_flags,display_name,is_famous,has_real_website
2755,Tongkat Ali Museum @The Top Penang,Penang,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Solo,Car/Self-Drive,Boutique Hotel,Heritage & Culture,Heritage & Museum,attraction,5.0,,Unknown,Tongkat Ali Museum @The Top Penang,George Town,5.0,False,,Unknown,,5.413986100000001,100.3302636,https://www.google.com/maps/search/Tongkat+Ali+Museum+@The+Top+Penang+Penang,Google Places,Tongkat Ali Museum @The Top Penang,Tongkat Ali Museum @The Top Penang,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Tongkat Ali Museum @The Top Penang,True,False
2756,The Countryside Glamping,Pahang,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Couple,Tour Bus,Glamping/Camp,Eco & Wildlife,Sightseeing & Tours,attraction,5.0,,Unknown,The Countryside Glamping,Cameron Highlands,5.0,False,,Unknown,,4.4738428,101.3807852,https://www.google.com/maps/search/The+Countryside+Glamping+Pahang,Google Places,The Countryside Glamping,The Countryside Glamping,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,The Countryside Glamping,True,False
2757,Kuala Terengganu,Terengganu,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Sightseeing,1 Day,Couple,Tour Bus,Resort/Luxury Hotel,Beach & Island,Sightseeing & Tours,attraction,1.0,,Unknown,Kuala Terengganu,Kuala Terengganu,1.0,False,,Unknown,,5.285168,103.055808,https://www.google.com/maps/search/Kuala+Terengganu+Terengganu,Google Places,Kuala Terengganu,Kuala Terengganu,Sightseeing & Tours,Beach & Island,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kuala Terengganu,True,False
2758,Kk City Look Out Point,Sabah,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Flight,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,3.7,,Unknown,Kk City Look Out Point,Kota Kinabalu,3.7,False,,Unknown,,6.0446353,116.2020151,https://www.google.com/maps/search/Kk+City+Look+Out+Point+Sabah,Google Places,Kk City Look Out Point,Kk City Look Out Point,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kk City Look Out Point,True,False
2759,Pasir Pandak,Pahang,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Couple,Tour Bus,Mid-range Hotel,Eco & Wildlife,Nature & Outdoors,attraction,5.0,,Unknown,Pasir Pandak,Cameron Highlands,5.0,False,,Unknown,,5.7916667,102.8925,https://www.google.com/maps/search/Pasir+Pandak+Pahang,Google Places,Pasir Pandak,Pasir Pandak,Nature & Outdoors,Eco & Wildlife,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Pasir Pandak,True,False
2760,Melaka Art Ii,Melaka,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Couple,Taxi/Grab,Resort/Luxury Hotel,Heritage & Culture,Sightseeing & Tours,attraction,5.0,,Unknown,Melaka Art Ii,Melaka,5.0,False,,Unknown,,2.1971299,102.247702,https://www.google.com/maps/search/Melaka+Art+Ii+Melaka,Google Places,Melaka Art Ii,Melaka Art Ii,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Melaka Art Ii,True,False
2761,Time Tunnel,Pahang,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,5.0,,Unknown,Time Tunnel,Cameron Highlands,5.0,False,,Unknown,,4.4893978,101.3863836,https://www.google.com/maps/search/Time+Tunnel+Pahang,Google Places,Time Tunnel,Time Tunnel,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Time Tunnel,True,False
2762,"Klunk Valley, Tmiyc",Johor,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Group of Friends,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Sightseeing & Tours,attraction,5.0,,Unknown,"Klunk Valley, Tmiyc",Johor Bahru,5.0,False,,Unknown,,1.4849196,103.7466297,https://www.google.com/maps/search/Klunk+Valley+Tmiyc+Johor,Google Places,"Klunk Valley, Tmiyc","Klunk Valley, Tmiyc",Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,"Klunk Valley, Tmiyc",True,False
2763,Heritage Village Phase 2,Sabah,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,5.0,,Unknown,Heritage Village Phase 2,Kota Kinabalu,5.0,False,,Unknown,,5.9623417,116.0745311,https://www.google.com/maps/search/Heritage+Village+Phase+2+Sabah,Google Places,Heritage Village Phase 2,Heritage Village Phase 2,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Heritage Village Phase 2,True,False
2764,Dr. Shukor Boating,Terengganu,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Sightseeing,1 Day,Solo,Car/Self-Drive,Boutique Hotel,Beach & Island,Sightseeing & Tours,attraction,5.0,,Unknown,Dr. Shukor Boating,Kuala Terengganu,5.0,False,,Unknown,,5.2892595,103.09780560000002,https://www.google.com/maps/search/Dr.+Shukor+Boating+Terengganu,Google Places,Dr. Shukor Boating,Dr. Shukor Boating,Sightseeing & Tours,Beach & Island,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Dr. Shukor Boating,True,False
2765,Mural Grabfood X Penang - Wembley Hotel,Penang,Moderate,Premium,True,low,unknown_price_accommodation_keyword,Relaxation,2-3 Days,Couple,Car/Self-Drive,Boutique Hotel,City & Urban,Accommodation,accommodation,5.0,,Unknown,Mural Grabfood X Penang - Wembley Hotel,George Town,5.0,False,,Unknown,,5.4134334,100.32987,https://www.google.com/maps/search/Mural+Grabfood+X+Penang+-+Wembley+Hotel+Penang,Google Places,Mural Grabfood X Penang - Wembley Hotel,Mural Grabfood X Penang - Wembley Hotel,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Mural Grabfood X Penang - Wembley Hotel,True,False
2766,Melaka Art,Melaka,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Family,Tour Bus,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,5.0,,Unknown,Melaka Art,Melaka,5.0,False,,Unknown,,2.1964964,102.2483192,https://www.google.com/maps/search/Melaka+Art+Melaka,Google Places,Melaka Art,Melaka Art,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Melaka Art,True,False
2767,Heritage Building,Penang,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,2-3 Days,Group of Friends,Public Transport,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,3.5,,Unknown,Heritage Building,George Town,3.5,False,,Unknown,,5.414148600000001,100.3282733,https://www.google.com/maps/search/Heritage+Building+Penang,Google Places,Heritage Building,Heritage Building,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Heritage Building,True,False
2768,The Plant House,Sarawak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Couple,Tour Bus,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.0,,Unknown,The Plant House,Kuching,4.0,False,,Unknown,,1.554433,110.3436796,https://www.google.com/maps/search/The+Plant+House+Sarawak,Google Places,The Plant House,The Plant House,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,The Plant House,True,False
2769,"Menara Kuala Lumpur, Malaysia",Kuala Lumpur,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,5.0,,Unknown,"Kuala Lumpur, Malaysia",Kuala Lumpur,5.0,False,,Unknown,,3.1571666,101.7083416,https://www.google.com/maps/search/Menara+Kuala+Lumpur+Malaysia+Kuala+Lumpur,Google Places,"Kuala Lumpur, Malaysia","Kuala Lumpur, Malaysia",Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,"Kuala Lumpur, Malaysia",True,False
2770,Melaka Literature Museum,Melaka,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Public Transport,Boutique Hotel,Heritage & Culture,Heritage & Museum,attraction,3.9,,Unknown,Melaka Literature Museum,Melaka,3.9,False,,Unknown,,2.193802,102.2495429,https://www.google.com/maps/search/Melaka+Literature+Museum+Melaka,Google Places,Melaka Literature Museum,Melaka Literature Museum,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Melaka Literature Museum,True,False
2771,Eko-Pelancongan Kg. Kolosunan,Sabah,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Solo,Car/Self-Drive,Boutique Hotel,Highland & Nature,Sightseeing & Tours,attraction,4.9,,Unknown,Eko-Pelancongan Kg. Kolosunan,Kota Kinabalu,4.9,False,,Unknown,,5.9439546,116.21249050000002,https://www.google.com/maps/search/Eko-Pelancongan+Kg.+Kolosunan+Sabah,Google Places,Eko-Pelancongan Kg. Kolosunan,Eko-Pelancongan Kg. Kolosunan,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Eko-Pelancongan Kg. Kolosunan,True,False
2772,Museum @Cameron Square,Pahang,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Group of Friends,Public Transport,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,3.1,,Unknown,Museum @Cameron Square,Cameron Highlands,3.1,False,,Unknown,,4.5081589,101.4086783,https://www.google.com/maps/search/Museum+@Cameron+Square+Pahang,Google Places,Museum 3D @Cameron Square,Museum 3D @Cameron Square,Heritage & Museum,Highland & Nature,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;name_normalized;price_unknown_not_imputed;product_text_removed,Museum @Cameron Square,True,False
2774,Selabat Mudflats Nature Reserve,Sarawak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Group of Friends,Flight,Resort/Luxury Hotel,Eco & Wildlife,Nature & Outdoors,attraction,4.2,,Unknown,Selabat Mudflats Nature Reserve,Kuching,4.2,False,,Unknown,,1.6632017,110.4793588,https://www.google.com/maps/search/Selabat+Mudflats+Nature+Reserve+Sarawak,Google Places,Selabat Mudflats Nature Reserve,Selabat Mudflats Nature Reserve,Nature & Outdoors,Eco & Wildlife,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Selabat Mudflats Nature Reserve,True,False
2775,Laman Jdt,Johor,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Family,Car/Self-Drive,Homestay,City & Urban,Sightseeing & Tours,attraction,4.5,,Unknown,Laman Jdt,Johor Bahru,4.5,False,,Unknown,,1.4976303,103.7502191,https://www.google.com/maps/search/Laman+Jdt+Johor,Google Places,Laman Jdt,Laman Jdt,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Laman Jdt,True,False
2776,Wat Indah,Johor,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Couple,Car/Self-Drive,Boutique Hotel,Heritage & Culture,Heritage & Museum,attraction,4.8,,Unknown,Wat Indah,Johor Bahru,4.8,False,,Unknown,,1.4880464,103.6503873,https://www.google.com/maps/search/Wat+Indah+Johor,Google Places,Wat Indah,Wat Indah,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Wat Indah,True,False
2777,Kk City Overlooking,Sabah,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Tour Bus,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,2.6,,Unknown,Kk City Overlooking,Kota Kinabalu,2.6,False,,Unknown,,5.9856526,116.0791421,https://www.google.com/maps/search/Kk+City+Overlooking+Sabah,Google Places,Kk City Overlooking,Kk City Overlooking,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Kk City Overlooking,True,False
2778,Iconic Cameron Sunrise Viewing Spot,Pahang,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,2-3 Days,Couple,Tour Bus,Boutique Hotel,Highland & Nature,Nature & Outdoors,attraction,4.8,,Unknown,Iconic Cameron Sunrise Viewing Spot,Cameron Highlands,4.8,False,,Unknown,,4.5178499,101.4067154,https://www.google.com/maps/search/Iconic+Cameron+Sunrise+Viewing+Spot+Pahang,Google Places,Iconic Cameron Sunrise Viewing Spot,Iconic Cameron Sunrise Viewing Spot,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Iconic Cameron Sunrise Viewing Spot,True,False
2779,Straits Of Melaka,Melaka,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Group of Friends,Public Transport,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.5,,Unknown,Straits Of Melaka,Melaka,4.5,False,,Unknown,,2.1873072,102.2201449,https://www.google.com/maps/search/Straits+Of+Melaka+Melaka,Google Places,Straits Of Melaka,Straits Of Melaka,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Straits Of Melaka,True,False
2780,Art Of Oldtown - Paper Plane,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Group of Friends,Car/Self-Drive,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Art Of Oldtown - Paper Plane,Ipoh,4.4,False,,Unknown,,4.5978431,101.0769026,https://www.google.com/maps/search/Art+Of+Oldtown+-+Paper+Plane+Perak,Google Places,Art Of Oldtown - Paper Plane,Art Of Oldtown - Paper Plane,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Art Of Oldtown - Paper Plane,True,False
2781,"Lorong Seni @ Lorong Panglima, Ipoh",Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Couple,Car/Self-Drive,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.5,,Unknown,"Lorong Seni @ Lorong Panglima, Ipoh",Ipoh,4.5,False,,Unknown,,4.5967417,101.0766542,https://www.google.com/maps/search/Lorong+Seni+@+Lorong+Panglima+Ipoh+Perak,Google Places,"Lorong Seni @ Lorong Panglima, Ipoh","Lorong Seni @ Lorong Panglima, Ipoh",Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,"Lorong Seni @ Lorong Panglima, Ipoh",True,False
2782,Free Heritage Walk,Sabah,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Solo,Tour Bus,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.9,,Unknown,Free Heritage Walk,Kota Kinabalu,4.9,False,,Unknown,,5.985384499999999,116.0781898,https://www.google.com/maps/search/Free+Heritage+Walk+Sabah,Google Places,Free Heritage Walk,Free Heritage Walk,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Free Heritage Walk,True,False
2783,Viewing Area,Penang,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Viewing Area,George Town,4.3,False,,Unknown,,5.4294736,100.3215798,https://www.google.com/maps/search/Viewing+Area+Penang,Google Places,Viewing Area,Viewing Area,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Viewing Area,True,False
2784,Damai Central Multi-Purpose Complex,Sarawak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Eco & Wildlife,Nature & Outdoors,attraction,4.4,,Unknown,Damai Central Multi-Purpose Complex,Kuching,4.4,False,,Unknown,,1.7502765,110.3141053,https://www.google.com/maps/search/Damai+Central+Multi-Purpose+Complex+Sarawak,Google Places,Damai Central Multi-Purpose Complex,Damai Central Multi-Purpose Complex,Nature & Outdoors,Eco & Wildlife,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Damai Central Multi-Purpose Complex,True,False
2785,Laluan Kebudayaan Tan Hiok Nee,Johor,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Sightseeing & Tours,attraction,4.4,,Unknown,Laluan Kebudayaan Tan Hiok Nee,Johor Bahru,4.4,False,,Unknown,,1.4561299,103.7630308,https://www.google.com/maps/search/Laluan+Kebudayaan+Tan+Hiok+Nee+Johor,Google Places,Laluan Kebudayaan Tan Hiok Nee,Laluan Kebudayaan Tan Hiok Nee,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Laluan Kebudayaan Tan Hiok Nee,True,False
2786,Hornbill Fountain,Sarawak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Couple,Tour Bus,Boutique Hotel,Eco & Wildlife,Sightseeing & Tours,attraction,3.8,,Unknown,Hornbill Fountain,Kuching,3.8,False,,Unknown,,1.5575074,110.3492492,https://www.google.com/maps/search/Hornbill+Fountain+Sarawak,Google Places,Hornbill Fountain,Hornbill Fountain,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Hornbill Fountain,True,False
2787,Waterfront Kpg Gersik-Boyan,Sarawak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Family,Car/Self-Drive,Resort/Luxury Hotel,Eco & Wildlife,Sightseeing & Tours,attraction,4.3,,Unknown,Waterfront Kpg Gersik-Boyan,Kuching,4.3,False,,Unknown,,1.5602147,110.3527856,https://www.google.com/maps/search/Waterfront+Kpg+Gersik-Boyan+Sarawak,Google Places,Waterfront Kpg Gersik-Boyan,Waterfront Kpg Gersik-Boyan,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Waterfront Kpg Gersik-Boyan,True,False
